	CD4_1	CD4_2	CD4_3	CD4_4	CD8_1	CD8_2	CD8_3
ENSMUSG00000104976	0	0	0	0	0	0	0
ENSMUSG00000104978	0	0	0	0	0	0	0
ENSMUSG00000104979	0	0	0	0	0	0	0
ENSMUSG00000104980	0	0	0	0	0	0	0
ENSMUSG00000104981	0	0	0	0	0	0	0
ENSMUSG00000104982	0	0	0	0	0	0	0
ENSMUSG00000104983	0	2	0	0	12	0	0
ENSMUSG00000104984	0	0	0	0	0	0	0
ENSMUSG00000104985	0	0	0	0	0	0	0
ENSMUSG00000104986	0	0	2	0	0	0	1
ENSMUSG00000104987	0	0	0	0	0	0	0
ENSMUSG00000104988	11	2	0	0	0	1	0
ENSMUSG00000104990	0	0	0	0	0	0	0
ENSMUSG00000104991	0	0	0	0	0	0	0
ENSMUSG00000104992	0	0	0	0	0	0	0
ENSMUSG00000104993	0	0	0	0	1	0	0
ENSMUSG00000104994	0	0	0	0	0	0	0
ENSMUSG00000104995	0	0	0	0	0	0	0
ENSMUSG00000104996	0	0	0	0	0	0	0
ENSMUSG00000104998	0	0	0	0	0	0	2
ENSMUSG00000104999	0	0	0	0	0	2	0
ENSMUSG00000105000	0	0	0	0	0	0	0
ENSMUSG00000105003	0	0	0	0	0	0	0
ENSMUSG00000105004	15	4	8	15	1	2	3
ENSMUSG00000105005	0	0	0	0	0	0	0
ENSMUSG00000105006	0	3	0	0	1	4	0
ENSMUSG00000105007	0	0	0	0	0	0	0
ENSMUSG00000105008	5	3	3	1	0	1	0
ENSMUSG00000105009	0	0	0	0	0	0	0
ENSMUSG00000105010	0	0	0	0	0	0	0
ENSMUSG00000105011	0	0	0	0	0	0	0
ENSMUSG00000105012	0	0	0	0	0	0	0
ENSMUSG00000105013	1	0	1	0	0	0	0
ENSMUSG00000105015	0	0	0	0	0	0	0
ENSMUSG00000105016	0	0	0	0	0	0	0
ENSMUSG00000105017	0	0	0	0	1	1	0
ENSMUSG00000105018	0	0	0	0	0	0	0
ENSMUSG00000105019	0	0	0	1	0	0	0
ENSMUSG00000105020	0	0	0	0	0	0	0
ENSMUSG00000105021	0	0	2	0	0	0	0
ENSMUSG00000105023	0	0	0	0	1	0	0
ENSMUSG00000105024	0	0	0	0	1	0	0
ENSMUSG00000105026	0	0	0	0	0	0	0
ENSMUSG00000105027	0	0	0	0	0	0	0
ENSMUSG00000105028	0	0	0	0	0	0	0
ENSMUSG00000105030	0	0	0	0	0	0	0
ENSMUSG00000105031	4	0	3	0	2	2	2
ENSMUSG00000105032	0	0	0	0	0	0	0
ENSMUSG00000105033	0	0	0	0	0	0	0
ENSMUSG00000105034	0	0	0	0	0	0	0
ENSMUSG00000105035	0	0	0	0	0	0	0
ENSMUSG00000105036	0	0	0	0	0	0	0
ENSMUSG00000105037	0	0	0	0	0	0	0
ENSMUSG00000105038	0	0	0	0	0	0	0
ENSMUSG00000105039	0	0	0	0	0	0	0
ENSMUSG00000105040	0	0	0	0	0	0	0
ENSMUSG00000105041	0	0	0	0	0	0	0
ENSMUSG00000105042	0	0	0	0	0	0	0
ENSMUSG00000105043	0	0	0	0	0	0	0
ENSMUSG00000105044	1	1	0	1	3	1	1
ENSMUSG00000105045	0	0	0	0	0	0	0
ENSMUSG00000105047	0	0	0	0	0	0	0
ENSMUSG00000105048	0	0	0	0	0	0	0
ENSMUSG00000105049	0	0	0	0	0	0	0
ENSMUSG00000105050	0	0	0	0	0	0	0
ENSMUSG00000105051	0	0	0	0	0	0	0
ENSMUSG00000105052	0	0	0	0	0	0	0
ENSMUSG00000105053	13	7	0	0	0	32	0
ENSMUSG00000105054	0	0	0	0	0	0	0
ENSMUSG00000105055	26	32	2	52	62	43	33
ENSMUSG00000105056	0	0	0	0	0	0	0
ENSMUSG00000105057	0	0	0	0	0	0	0
ENSMUSG00000105058	0	0	1	1	1	0	1
ENSMUSG00000105059	0	0	0	0	0	0	0
ENSMUSG00000105061	1	3	6	0	1	1	2
ENSMUSG00000105062	0	0	0	0	0	0	0
ENSMUSG00000105063	0	0	0	0	0	0	0
ENSMUSG00000105065	0	0	0	0	0	0	0
ENSMUSG00000105066	0	0	0	0	0	0	0
ENSMUSG00000105067	0	0	0	0	0	0	0
ENSMUSG00000105068	0	0	0	0	0	0	0
ENSMUSG00000105070	0	0	0	0	0	0	0
ENSMUSG00000105071	13	29	58	34	5	28	25
ENSMUSG00000105073	0	0	0	0	0	0	0
ENSMUSG00000105074	0	0	0	0	0	0	0
ENSMUSG00000105075	0	0	0	0	0	0	0
ENSMUSG00000105076	0	0	0	0	3	1	2
ENSMUSG00000105077	2	3	3	0	1	1	1
ENSMUSG00000105078	1	2	0	0	0	0	0
ENSMUSG00000105079	0	0	0	0	0	0	0
ENSMUSG00000105080	0	20	0	0	0	0	37
ENSMUSG00000105081	5	4	4	4	0	3	4
ENSMUSG00000105082	0	0	0	0	0	0	0
ENSMUSG00000105083	0	0	0	0	0	0	0
ENSMUSG00000105084	1	0	2	1	1	3	0
ENSMUSG00000105085	0	0	0	0	0	0	0
ENSMUSG00000105086	0	0	0	0	0	0	0
ENSMUSG00000105087	0	0	0	0	0	0	0
ENSMUSG00000105088	0	0	0	0	0	0	0
ENSMUSG00000105089	0	0	0	0	0	0	0
ENSMUSG00000105090	0	0	0	0	0	0	0
ENSMUSG00000105091	0	0	0	0	0	0	0
ENSMUSG00000105092	0	0	0	0	0	0	0
ENSMUSG00000105093	4	6	0	0	2	10	6
ENSMUSG00000105094	0	0	0	0	0	0	0
ENSMUSG00000105095	0	4	0	0	5	0	2
ENSMUSG00000105096	1206	3008	364	208	1312	1167	2916
ENSMUSG00000105097	0	0	0	0	0	0	0
ENSMUSG00000105099	0	0	0	0	0	0	0
ENSMUSG00000105101	0	0	0	0	0	0	0
ENSMUSG00000105102	0	0	0	0	0	1	0
ENSMUSG00000105103	0	0	0	2	0	0	0
ENSMUSG00000105104	0	0	2	0	1	0	0
ENSMUSG00000105105	0	0	0	0	0	0	0
ENSMUSG00000105106	0	0	0	0	0	0	0
ENSMUSG00000105107	16	7	20	33	22	24	21
ENSMUSG00000105108	0	0	0	0	0	0	0
ENSMUSG00000105110	0	0	0	0	0	0	0
ENSMUSG00000105111	0	0	0	0	0	0	0
ENSMUSG00000105112	1	3	3	4	5	3	0
ENSMUSG00000105113	0	0	0	0	0	0	0
ENSMUSG00000105114	0	0	0	0	0	0	0
ENSMUSG00000105117	0	0	0	0	0	0	0
ENSMUSG00000105119	0	0	0	0	0	0	0
ENSMUSG00000105120	0	0	0	0	0	0	0
ENSMUSG00000105121	0	0	0	0	0	0	0
ENSMUSG00000105123	0	0	0	0	0	0	0
ENSMUSG00000105124	2	4	4	2	2	5	0
ENSMUSG00000105125	0	0	0	0	0	0	0
ENSMUSG00000105126	0	0	0	0	0	0	0
ENSMUSG00000105127	0	0	0	0	0	0	0
ENSMUSG00000105128	9	1	0	0	0	3	1
ENSMUSG00000105129	0	0	0	0	0	0	0
ENSMUSG00000105130	0	0	0	0	0	0	0
ENSMUSG00000105132	0	0	0	0	0	0	0
ENSMUSG00000105134	0	0	0	0	0	2	0
ENSMUSG00000105135	0	3	3	0	1	5	2
ENSMUSG00000105136	0	0	0	0	0	0	0
ENSMUSG00000105137	9	0	0	3	0	4	1
ENSMUSG00000105138	0	0	0	0	0	0	0
ENSMUSG00000105139	4	7	1	0	2	4	5
ENSMUSG00000105140	9	24	4	3	15	7	11
ENSMUSG00000105141	0	0	0	0	0	0	0
ENSMUSG00000105142	0	0	0	0	0	0	0
ENSMUSG00000105143	1	0	0	1	0	0	0
ENSMUSG00000105144	5	0	4	1	3	1	0
ENSMUSG00000105146	0	0	0	0	0	0	0
ENSMUSG00000105147	0	0	0	0	0	0	0
ENSMUSG00000105148	0	0	0	0	0	0	0
ENSMUSG00000105149	0	4	4	8	2	5	0
ENSMUSG00000105150	0	0	0	0	0	0	0
ENSMUSG00000105151	0	0	0	0	0	0	0
ENSMUSG00000105152	0	0	0	0	0	0	0
ENSMUSG00000105153	0	0	0	0	0	0	0
ENSMUSG00000105154	0	0	0	0	0	0	0
ENSMUSG00000105155	0	0	0	0	0	0	0
ENSMUSG00000105156	0	1	2	0	0	0	0
ENSMUSG00000105157	0	0	0	0	0	0	0
ENSMUSG00000105158	0	0	0	0	0	0	0
ENSMUSG00000105159	0	0	0	0	0	0	0
ENSMUSG00000105160	0	0	0	0	1	0	1
ENSMUSG00000105161	31	49	22	1	35	20	21
ENSMUSG00000105162	0	0	0	0	0	0	0
ENSMUSG00000105163	0	0	0	0	0	0	0
ENSMUSG00000105165	0	0	0	0	0	0	0
ENSMUSG00000105166	0	0	0	0	0	0	0
ENSMUSG00000105167	0	0	0	0	0	0	0
ENSMUSG00000105168	0	0	0	0	0	0	0
ENSMUSG00000105170	0	0	0	0	0	0	0
ENSMUSG00000105171	0	0	1	0	0	0	0
ENSMUSG00000105172	0	0	0	0	0	0	0
ENSMUSG00000105173	0	0	0	0	0	0	0
ENSMUSG00000105174	0	0	0	0	0	0	0
ENSMUSG00000105175	0	0	0	0	0	0	0
ENSMUSG00000105176	7	2	39	12	4	6	5
ENSMUSG00000105177	0	0	0	0	0	0	0
ENSMUSG00000105178	0	0	0	0	0	0	0
ENSMUSG00000105179	0	0	0	0	0	0	0
ENSMUSG00000105180	0	0	0	0	0	0	0
ENSMUSG00000105181	0	0	1	0	0	0	0
ENSMUSG00000105183	0	0	0	0	0	0	0
ENSMUSG00000105184	0	0	0	0	0	0	0
ENSMUSG00000105185	0	0	0	0	0	0	0
ENSMUSG00000105186	1	0	2	0	0	3	5
ENSMUSG00000105187	0	0	0	0	0	0	0
ENSMUSG00000105188	0	0	0	0	0	0	0
ENSMUSG00000105189	14	11	5	8	8	3	6
ENSMUSG00000105190	0	0	0	0	0	0	0
ENSMUSG00000105191	0	0	0	0	0	0	0
ENSMUSG00000105192	0	0	0	0	0	0	0
ENSMUSG00000105193	0	0	0	0	0	0	0
ENSMUSG00000105194	1	3	6	0	1	1	2
ENSMUSG00000105195	5	7	8	10	3	6	14
ENSMUSG00000105196	0	0	0	0	0	0	0
ENSMUSG00000105197	0	0	0	0	0	0	0
ENSMUSG00000105198	2	6	7	15	12	27	14
ENSMUSG00000105199	15	1	22	18	4	10	3
ENSMUSG00000105200	0	0	0	0	0	0	0
ENSMUSG00000105201	91	71	103	79	79	95	75
ENSMUSG00000105202	0	0	1	0	0	0	0
ENSMUSG00000105203	4	0	3	5	0	0	5
ENSMUSG00000105204	0	0	0	0	0	0	0
ENSMUSG00000105206	0	0	0	0	0	0	0
ENSMUSG00000105207	1	0	0	0	0	0	0
ENSMUSG00000105208	0	0	0	0	0	0	0
ENSMUSG00000105209	0	0	0	0	0	0	0
ENSMUSG00000105210	0	0	0	0	0	0	0
ENSMUSG00000105212	0	0	0	0	0	0	0
ENSMUSG00000105213	0	0	0	0	0	0	0
ENSMUSG00000105216	0	0	0	0	0	0	0
ENSMUSG00000105217	0	0	0	0	3	0	0
ENSMUSG00000105218	0	0	0	0	0	0	0
ENSMUSG00000105219	0	0	0	0	0	0	0
ENSMUSG00000105220	0	0	0	0	0	0	0
ENSMUSG00000105221	0	1	0	0	0	0	0
ENSMUSG00000105222	0	0	0	0	0	0	0
ENSMUSG00000105223	0	0	0	0	0	0	0
ENSMUSG00000105224	0	0	0	0	0	0	0
ENSMUSG00000105225	0	0	0	0	0	0	0
ENSMUSG00000105226	0	0	0	0	0	0	0
ENSMUSG00000105227	0	0	0	0	0	0	0
ENSMUSG00000105228	0	6	0	3	0	0	0
ENSMUSG00000105229	0	0	0	0	0	0	0
ENSMUSG00000105230	0	0	0	0	0	0	0
ENSMUSG00000105231	0	0	0	0	0	0	0
ENSMUSG00000105233	0	0	1	0	0	3	0
ENSMUSG00000105234	0	0	0	0	0	0	0
ENSMUSG00000105235	0	0	0	0	0	0	0
ENSMUSG00000105237	0	0	0	0	0	0	0
ENSMUSG00000105239	0	0	0	0	0	0	0
ENSMUSG00000105240	0	0	0	0	0	0	0
ENSMUSG00000105241	0	0	0	0	0	0	0
ENSMUSG00000105242	0	0	0	0	0	0	0
ENSMUSG00000105243	3	1	0	0	0	1	0
ENSMUSG00000105244	7	8	0	0	3	2	3
ENSMUSG00000105245	1	0	0	0	0	1	0
ENSMUSG00000105246	0	0	0	0	0	0	0
ENSMUSG00000105247	0	0	0	0	0	0	0
ENSMUSG00000105248	0	0	0	0	0	0	0
ENSMUSG00000105250	0	0	0	0	0	0	0
ENSMUSG00000105251	0	0	0	0	0	0	0
ENSMUSG00000105252	0	0	0	0	0	0	0
ENSMUSG00000105253	0	0	0	0	0	0	0
ENSMUSG00000105254	0	0	0	0	0	0	0
ENSMUSG00000105255	1	2	2	0	1	3	1
ENSMUSG00000105257	0	0	0	0	0	0	0
ENSMUSG00000105258	0	0	0	0	0	0	0
ENSMUSG00000105259	0	0	0	0	0	0	0
ENSMUSG00000105260	0	0	0	0	0	0	0
ENSMUSG00000105261	0	0	0	0	0	0	0
ENSMUSG00000105262	0	0	0	0	0	0	0
ENSMUSG00000105263	6	9	12	4	5	3	4
ENSMUSG00000105264	0	0	0	0	0	0	0
ENSMUSG00000105265	0	0	0	0	1	0	0
ENSMUSG00000105266	0	0	0	0	0	0	0
ENSMUSG00000105267	0	0	0	0	0	0	0
ENSMUSG00000105269	0	0	0	0	0	0	0
ENSMUSG00000105270	0	0	1	0	0	1	0
ENSMUSG00000105271	0	0	0	0	0	0	0
ENSMUSG00000105272	4	1	2	1	0	1	2
ENSMUSG00000105273	0	0	0	0	0	0	0
ENSMUSG00000105274	0	0	0	0	0	0	0
ENSMUSG00000105275	0	0	0	0	0	0	0
ENSMUSG00000105277	0	0	0	0	0	0	0
ENSMUSG00000105278	0	0	0	0	0	0	0
ENSMUSG00000105279	0	0	0	0	0	0	0
ENSMUSG00000105280	0	0	0	0	0	0	0
ENSMUSG00000105281	0	0	0	0	0	0	0
ENSMUSG00000105282	0	0	0	0	0	0	0
ENSMUSG00000105283	0	0	0	0	0	0	0
ENSMUSG00000105284	0	0	0	0	0	0	0
ENSMUSG00000105285	0	0	0	0	0	0	0
ENSMUSG00000105286	0	0	0	0	0	0	0
ENSMUSG00000105287	0	0	0	0	0	0	0
ENSMUSG00000105289	0	0	0	0	0	0	0
ENSMUSG00000105290	0	0	0	0	0	0	0
ENSMUSG00000105291	0	0	0	0	0	0	0
ENSMUSG00000105293	0	0	0	0	4	0	0
ENSMUSG00000105294	0	0	0	0	0	0	0
ENSMUSG00000105295	0	0	0	0	0	0	0
ENSMUSG00000105296	0	0	0	0	0	0	0
ENSMUSG00000105297	0	0	0	0	0	0	0
ENSMUSG00000105298	0	0	0	0	0	0	0
ENSMUSG00000105299	0	0	0	0	0	0	0
ENSMUSG00000105300	0	0	0	0	0	0	0
ENSMUSG00000105301	0	0	0	0	0	0	0
ENSMUSG00000105302	0	0	0	0	0	0	0
ENSMUSG00000105303	0	0	0	0	0	0	0
ENSMUSG00000105304	12	9	6	11	5	10	14
ENSMUSG00000105305	0	0	0	0	0	0	0
ENSMUSG00000105306	0	0	0	0	0	0	0
ENSMUSG00000105307	0	0	0	0	0	0	0
ENSMUSG00000105308	0	0	0	0	0	0	0
ENSMUSG00000105309	0	0	0	0	0	0	0
ENSMUSG00000105310	0	0	0	0	0	0	0
ENSMUSG00000105311	0	0	0	0	0	0	0
ENSMUSG00000105313	0	0	0	0	0	0	0
ENSMUSG00000105314	0	0	0	0	0	0	0
ENSMUSG00000105315	0	0	0	0	0	0	0
ENSMUSG00000105316	0	0	0	0	0	0	0
ENSMUSG00000105317	0	0	0	0	0	0	0
ENSMUSG00000105319	0	0	0	0	0	0	0
ENSMUSG00000105320	0	0	0	0	0	0	0
ENSMUSG00000105322	0	0	0	0	0	0	0
ENSMUSG00000105323	0	0	0	0	0	0	0
ENSMUSG00000105324	0	0	0	0	0	0	0
ENSMUSG00000105325	0	0	0	0	0	0	0
ENSMUSG00000105326	4	1	9	4	5	1	6
ENSMUSG00000105327	2	0	0	0	0	0	0
ENSMUSG00000105328	0	0	0	0	0	0	0
ENSMUSG00000105329	0	0	0	0	0	0	0
ENSMUSG00000105331	0	0	0	0	0	0	0
ENSMUSG00000105332	0	0	0	10	0	0	0
ENSMUSG00000105333	0	0	0	0	0	0	1
ENSMUSG00000105334	0	0	0	0	0	2	0
ENSMUSG00000105335	0	0	0	0	0	0	0
ENSMUSG00000105336	0	0	0	0	0	0	0
ENSMUSG00000105337	0	0	0	0	0	0	0
ENSMUSG00000105338	0	0	0	0	0	0	0
ENSMUSG00000105339	0	0	0	0	0	0	0
ENSMUSG00000105340	21	2	2	31	5	8	5
ENSMUSG00000105341	0	0	0	0	2	4	0
ENSMUSG00000105342	0	0	0	0	0	0	0
ENSMUSG00000105343	0	0	0	0	0	0	0
ENSMUSG00000105344	0	0	0	0	0	0	0
ENSMUSG00000105345	0	0	0	0	0	0	0
ENSMUSG00000105346	0	0	0	0	0	0	0
ENSMUSG00000105347	0	0	0	0	0	0	0
ENSMUSG00000105348	0	0	0	0	0	0	0
ENSMUSG00000105349	13	20	10	16	7	15	24
ENSMUSG00000105350	0	1	2	0	9	1	0
ENSMUSG00000105351	0	0	0	0	0	0	0
ENSMUSG00000105352	2	0	0	0	2	2	0
ENSMUSG00000105353	0	0	0	0	0	0	0
ENSMUSG00000105355	0	0	0	0	0	0	0
ENSMUSG00000105356	0	0	0	0	0	0	0
ENSMUSG00000105357	0	0	0	0	0	0	0
ENSMUSG00000105358	0	0	0	0	0	0	0
ENSMUSG00000105359	1	0	0	3	2	0	4
ENSMUSG00000105360	0	0	0	0	0	0	0
ENSMUSG00000105362	0	1	1	7	0	2	0
ENSMUSG00000105363	0	0	0	0	0	0	0
ENSMUSG00000105364	0	0	0	0	0	0	0
ENSMUSG00000105366	0	0	0	0	0	0	0
ENSMUSG00000105368	0	0	0	0	0	0	0
ENSMUSG00000105369	0	0	0	0	0	0	0
ENSMUSG00000105370	0	0	0	0	0	0	0
ENSMUSG00000105372	0	0	0	0	0	0	0
ENSMUSG00000105373	0	0	0	0	0	0	0
ENSMUSG00000105374	0	0	1	0	0	0	0
ENSMUSG00000105375	0	0	0	0	0	0	0
ENSMUSG00000105376	0	0	0	0	0	0	0
ENSMUSG00000105377	0	0	0	0	0	0	0
ENSMUSG00000105378	1	8	0	0	0	6	4
ENSMUSG00000105379	0	0	0	0	0	0	0
ENSMUSG00000105380	0	0	0	2	1	0	0
ENSMUSG00000105381	0	0	0	0	0	0	0
ENSMUSG00000105382	0	1	0	0	0	0	0
ENSMUSG00000105384	0	0	0	0	0	0	0
ENSMUSG00000105385	0	0	0	0	0	0	0
ENSMUSG00000105386	0	0	0	0	0	0	0
ENSMUSG00000105387	0	0	0	0	0	0	0
ENSMUSG00000105388	193	111	262	121	125	127	154
ENSMUSG00000105389	0	0	0	0	0	0	0
ENSMUSG00000105390	0	0	0	0	0	0	0
ENSMUSG00000105391	0	0	0	0	0	0	0
ENSMUSG00000105392	0	0	0	0	0	0	1
ENSMUSG00000105393	16	25	21	16	16	13	26
ENSMUSG00000105394	0	0	0	0	0	0	0
ENSMUSG00000105395	6	0	6	4	1	2	3
ENSMUSG00000105396	0	0	0	0	0	0	0
ENSMUSG00000105397	1	3	1	4	4	0	1
ENSMUSG00000105399	0	0	0	0	0	0	0
ENSMUSG00000105400	0	0	0	0	0	0	0
ENSMUSG00000105401	0	0	0	0	0	0	0
ENSMUSG00000105402	0	0	1	0	0	0	0
ENSMUSG00000105403	0	0	0	0	0	0	0
ENSMUSG00000105404	0	0	0	0	0	0	0
ENSMUSG00000105405	0	0	0	0	0	0	0
ENSMUSG00000105406	2	6	11	7	6	1	9
ENSMUSG00000105407	0	0	0	0	0	0	0
ENSMUSG00000105408	15	12	4	14	14	6	10
ENSMUSG00000105410	0	0	0	0	0	0	0
ENSMUSG00000105412	0	0	0	0	0	0	1
ENSMUSG00000105416	0	0	0	0	0	0	0
ENSMUSG00000105418	2	3	0	4	3	3	10
ENSMUSG00000105419	1	0	0	0	1	1	1
ENSMUSG00000105421	0	2	0	0	0	9	0
ENSMUSG00000105422	0	0	0	0	0	0	0
ENSMUSG00000105423	0	0	0	0	0	0	0
ENSMUSG00000105425	0	0	0	0	0	0	0
ENSMUSG00000105426	0	0	0	0	0	0	0
ENSMUSG00000105427	0	0	0	0	0	0	0
ENSMUSG00000105428	0	0	0	0	0	0	0
ENSMUSG00000105429	0	4	0	0	0	2	4
ENSMUSG00000105430	0	0	0	0	0	0	0
ENSMUSG00000105431	0	0	0	0	2	0	0
ENSMUSG00000105432	0	0	0	0	0	0	0
ENSMUSG00000105434	35	13	23	2	8	8	20
ENSMUSG00000105436	0	0	0	0	0	0	0
ENSMUSG00000105437	0	0	0	0	0	0	0
ENSMUSG00000105439	0	0	0	0	0	0	0
ENSMUSG00000105440	0	0	0	0	0	0	0
ENSMUSG00000105441	0	0	0	0	0	0	0
ENSMUSG00000105442	1	0	0	0	0	0	0
ENSMUSG00000105443	0	0	1	3	1	3	0
ENSMUSG00000105444	0	0	0	0	0	0	0
ENSMUSG00000105445	0	0	0	0	0	0	0
ENSMUSG00000105446	1	0	4	2	4	1	3
ENSMUSG00000105447	8	0	0	4	3	3	2
ENSMUSG00000105448	0	0	0	0	0	0	0
ENSMUSG00000105449	1	0	0	14	6	4	6
ENSMUSG00000105451	0	0	0	0	0	0	0
ENSMUSG00000105452	3	7	2	4	2	4	4
ENSMUSG00000105453	0	0	0	0	0	0	0
ENSMUSG00000105454	0	0	0	0	0	0	0
ENSMUSG00000105456	0	0	0	0	12	0	0
ENSMUSG00000105457	0	5	6	6	4	1	1
ENSMUSG00000105458	0	0	0	0	0	0	0
ENSMUSG00000105459	3	0	0	0	0	0	0
ENSMUSG00000105460	9	11	0	0	8	12	5
ENSMUSG00000105461	1	3	6	1	5	2	2
ENSMUSG00000105462	7	0	2	1	1	1	0
ENSMUSG00000105463	0	0	0	0	0	0	0
ENSMUSG00000105464	0	0	0	0	0	0	0
ENSMUSG00000105466	1	0	7	0	6	2	0
ENSMUSG00000105467	0	0	0	0	0	0	0
ENSMUSG00000105468	0	0	0	0	0	0	0
ENSMUSG00000105469	0	0	0	0	0	0	0
ENSMUSG00000105470	0	0	0	0	0	0	0
ENSMUSG00000105471	0	8	1	0	0	0	1
ENSMUSG00000105472	4	0	0	22	0	0	2
ENSMUSG00000105473	0	0	0	0	0	0	0
ENSMUSG00000105474	0	0	0	0	0	0	0
ENSMUSG00000105475	0	0	0	0	0	0	0
ENSMUSG00000105476	0	0	0	0	0	0	0
ENSMUSG00000105478	0	0	0	0	0	0	0
ENSMUSG00000105479	0	0	0	0	0	0	0
ENSMUSG00000105480	0	0	0	0	0	0	0
ENSMUSG00000105481	0	0	0	0	0	0	0
ENSMUSG00000105482	0	0	1	0	0	0	0
ENSMUSG00000105483	0	0	0	0	0	0	0
ENSMUSG00000105484	0	0	0	0	0	0	0
ENSMUSG00000105485	0	0	0	0	0	0	0
ENSMUSG00000105486	0	0	0	0	0	0	0
ENSMUSG00000105487	0	0	0	0	0	0	0
ENSMUSG00000105489	0	0	0	0	0	0	0
ENSMUSG00000105490	0	0	0	0	0	0	0
ENSMUSG00000105491	0	0	0	0	0	0	0
ENSMUSG00000105492	0	0	0	0	0	0	0
ENSMUSG00000105493	0	0	0	1	3	1	0
ENSMUSG00000105495	0	0	0	0	0	0	0
ENSMUSG00000105496	0	0	0	0	0	0	0
ENSMUSG00000105497	0	0	0	0	0	0	0
ENSMUSG00000105498	0	0	0	0	0	0	0
ENSMUSG00000105499	0	0	0	0	0	0	0
ENSMUSG00000105500	0	0	0	0	0	0	0
ENSMUSG00000105501	0	0	0	0	0	1	1
ENSMUSG00000105502	0	0	0	0	0	0	0
ENSMUSG00000105503	4	0	9	3	1	0	0
ENSMUSG00000105504	298	563	89	193	323	304	503
ENSMUSG00000105505	0	0	0	0	0	0	0
ENSMUSG00000105506	0	0	0	0	0	0	0
ENSMUSG00000105507	0	0	0	0	0	0	0
ENSMUSG00000105508	0	0	0	0	0	0	0
ENSMUSG00000105509	15	6	0	4	0	16	12
ENSMUSG00000105510	0	1	3	0	0	0	3
ENSMUSG00000105511	0	0	0	0	0	0	0
ENSMUSG00000105512	2	1	0	0	0	1	3
ENSMUSG00000105514	0	7	0	0	4	0	1
ENSMUSG00000105515	0	0	0	0	0	0	0
ENSMUSG00000105516	0	0	0	0	0	0	0
ENSMUSG00000105517	0	0	3	0	0	0	2
ENSMUSG00000105518	0	0	0	0	0	0	0
ENSMUSG00000105519	34	25	21	21	3	22	11
ENSMUSG00000105520	0	0	0	0	0	0	0
ENSMUSG00000105521	0	0	0	0	0	0	0
ENSMUSG00000105522	0	0	0	0	0	0	0
ENSMUSG00000105523	0	0	0	0	0	0	0
ENSMUSG00000105524	0	0	0	0	0	0	0
ENSMUSG00000105525	0	0	0	0	0	0	0
ENSMUSG00000105526	0	0	0	0	0	0	0
ENSMUSG00000105527	0	0	0	0	0	0	0
ENSMUSG00000105528	0	0	0	0	0	1	0
ENSMUSG00000105529	0	0	0	0	0	0	0
ENSMUSG00000105530	0	0	0	0	1	0	0
ENSMUSG00000105531	0	0	0	0	0	0	0
ENSMUSG00000105532	0	0	0	0	0	0	0
ENSMUSG00000105533	0	76	92	0	0	0	92
ENSMUSG00000105534	1	0	3	0	0	0	0
ENSMUSG00000105535	0	0	0	0	0	0	0
ENSMUSG00000105536	4	11	5	3	2	2	1
ENSMUSG00000105538	0	0	0	0	0	0	0
ENSMUSG00000105539	0	0	0	0	0	0	0
ENSMUSG00000105540	0	0	0	0	0	0	0
ENSMUSG00000105541	0	0	1	0	2	0	0
ENSMUSG00000105542	0	0	0	0	0	0	0
ENSMUSG00000105543	0	0	0	0	0	0	0
ENSMUSG00000105545	0	0	0	0	0	0	0
ENSMUSG00000105547	421	267	155	212	157	119	86
ENSMUSG00000105548	0	0	0	0	0	0	0
ENSMUSG00000105549	0	0	0	0	0	0	0
ENSMUSG00000105550	25	24	36	50	4	7	1
ENSMUSG00000105551	0	0	0	0	0	0	0
ENSMUSG00000105552	1	0	0	0	0	0	1
ENSMUSG00000105553	5	1	3	0	0	1	1
ENSMUSG00000105554	0	0	0	0	0	0	0
ENSMUSG00000105555	0	0	0	0	0	0	0
ENSMUSG00000105556	0	0	0	0	0	0	0
ENSMUSG00000105557	0	0	0	0	0	0	0
ENSMUSG00000105558	14	18	9	11	12	9	11
ENSMUSG00000105559	0	0	0	0	0	0	0
ENSMUSG00000105560	0	0	0	0	0	0	0
ENSMUSG00000105561	14	6	2	0	9	5	11
ENSMUSG00000105562	0	0	0	0	0	0	0
ENSMUSG00000105564	0	0	0	0	0	0	3
ENSMUSG00000105565	4	1	4	5	1	4	0
ENSMUSG00000105566	0	0	0	0	0	0	0
ENSMUSG00000105568	0	0	0	0	0	0	0
ENSMUSG00000105570	0	0	8	0	0	0	5
ENSMUSG00000105571	6	0	0	0	0	0	0
ENSMUSG00000105572	3	0	3	0	6	1	0
ENSMUSG00000105573	0	0	0	0	0	0	0
ENSMUSG00000105574	0	0	0	0	0	1	0
ENSMUSG00000105575	0	0	0	0	0	0	0
ENSMUSG00000105576	0	0	0	0	0	0	0
ENSMUSG00000105577	0	0	0	0	0	0	0
ENSMUSG00000105578	0	0	0	0	0	0	0
ENSMUSG00000105579	0	0	0	0	0	1	0
ENSMUSG00000105582	0	0	0	0	0	0	0
ENSMUSG00000105583	0	0	0	0	0	0	0
ENSMUSG00000105584	0	0	0	0	0	0	0
ENSMUSG00000105586	0	0	3	0	0	0	0
ENSMUSG00000105588	0	0	0	0	0	0	0
ENSMUSG00000105589	0	0	0	0	0	0	0
ENSMUSG00000105590	0	0	0	0	0	0	0
